Area,Total Population,Age Under 5,Age 5-9,Age 10-14,Age 15-19,Age 20-24,Age 25-29,Age 30-34,Age 35-39,Age 40-44,Age 45-49,Age 50-54,Age 55-59,Age 60-64,Age 65-69,Age 70-74,Age 75-79,Age 80-84,Age 85 and Over,Median Age,Sex Ratio (Males per 100 Females),Civilian Employed Total,"Occ. Management, Business, Science, Arts",Occ. Services,Occ. Sales and Office,"Occ. Natural Resources, Construction, Maintenance","Occ. Production, Transportation, Material Moving",Median HH Income,Mean HH Income
"Elmira, NY Metro Area",82805,4336,4726,5327,5301,4663,4813,5295,4954,4954,4730,5304,5868,6038,5722,3989,2665,1968,2152,41.9,98.4,36535,13643,6842,7969,2528,5553,63469,83801
"El Paso, TX Metro Area",869606,58883,61072,69274,66357,69113,68569,63363,56834,54542,51346,48036,45359,45302,37866,27925,19536,12633,13596,33.3,98.9,372932,123840,76256,84019,36866,51951,58800,77734
"Emporia, KS Micro Area",34724,2018,2325,2035,2555,4467,2270,2102,2072,1753,1663,1724,1838,2207,1819,1565,1061,594,656,34.0,96.4,18280,6109,3474,3226,1465,4006,58788,72669
"Enid, OK Metro Area",62322,4251,4641,4463,4605,3965,3922,4483,4465,3701,3220,2913,3621,3709,3465,2518,1887,1250,1243,35.7,100.7,28340,8685,5526,5142,3768,5219,67302,85427
"Enterprise, AL Micro Area",54231,3339,3179,4208,3521,3080,3295,3439,3966,3291,3635,3392,2961,3648,2860,2680,1665,1276,796,38.8,98.9,21984,6966,3944,4149,2999,3926,64672,81266
"Erie, PA Metro Area",269544,14127,15568,16362,19000,18036,16350,17651,17434,14536,15019,16713,17802,19154,17865,13180,9267,5588,5892,40.1,98.7,122520,46682,24448,23417,8350,19623,61476,82408
"Escanaba, MI Micro Area",36829,1739,1690,2280,2113,1766,1795,1782,2277,1809,2107,2271,2217,3562,3390,2322,1526,1092,1091,47.8,101.6,14954,4429,2783,3067,1843,2832,54829,77286
"Española, NM Micro Area",40165,2011,2486,3018,2630,2163,2118,2158,2264,2390,2287,2402,3036,2696,2527,2590,1540,1006,843,42.4,95.7,15834,5790,3835,2698,1915,1596,53901,74876
"Eufaula, AL-GA Micro Area",26849,1408,1774,1251,1469,1744,1722,1738,1590,1604,1583,1664,1735,1988,1756,1437,1418,541,427,41.7,110.0,9081,2412,1864,1965,1058,1782,43740,63715
"Eugene-Springfield, OR Metro Area",382628,16664,19119,19826,25415,34717,25590,24386,24454,23467,21563,21470,23569,24137,25088,22594,13869,8377,8323,40.2,97.7,181926,71071,34422,37743,16099,22591,69311,91348
"Eureka-Arcata, CA Micro Area",135418,6455,7389,7365,8711,12003,9402,8478,8772,8821,8186,7184,7309,9261,8560,8001,4762,2365,2394,39.6,97.9,59807,22913,13459,10511,6270,6654,61135,86742
"Evanston, WY-UT Micro Area",23193,1482,2253,1584,1640,1245,1243,1416,1813,1192,1358,1227,1382,1387,1404,1152,620,486,309,36.8,102.0,10716,3604,1843,2098,1878,1293,81526,89742
"Evansville, IN Metro Area",269721,15314,15590,18394,17433,16783,17459,17532,16873,17320,15380,16384,16599,19562,15816,13735,8293,5623,5631,39.9,96.2,133599,49391,22643,27905,10680,22980,67671,92134
"Fairbanks-College, AK Metro Area",95555,6778,6735,6085,5652,9098,8801,8214,7557,5242,4875,4901,4923,5009,4549,3475,1918,1106,637,32.4,118.9,40873,16487,7624,7908,4063,4791,84722,110923
"Fairmont, MN Micro Area",19864,1116,1388,1177,1199,923,1049,1031,1059,1096,1063,1051,1265,1689,1594,1098,671,504,891,44.5,101.9,9794,3455,1487,2092,1083,1677,62969,84513
"Fairmont, WV Micro Area",56042,2794,3193,3272,3644,4415,3763,3311,3332,3227,3292,3602,3507,3595,3633,3012,1863,1403,1184,40.4,99.9,25972,9732,3990,6089,3038,3123,67537,80748
"Fallon, NV Micro Area",25614,1589,1547,1748,1524,1472,1764,1718,1491,1452,1197,1727,1586,1801,1891,1057,978,525,547,39.8,107.3,10835,3453,1851,1832,1912,1787,73268,91460
"Fargo, ND-MN Metro Area",254914,16475,17041,16346,19241,26307,20223,20023,18302,16941,12612,12905,12842,12407,11350,8277,6234,3035,4353,33.0,101.7,145213,64187,24074,28564,11677,16711,75523,100645
"Faribault-Northfield, MN Micro Area",67389,3702,3580,4602,6405,5984,3771,3791,3860,4599,3779,3936,4103,4210,3851,2844,1910,1177,1285,37.1,105.4,33588,11830,5747,6459,3891,5661,82792,104482
"Farmington, MO Micro Area",66864,3456,3805,4275,4029,4245,4659,4940,4776,4102,4289,4357,4326,4301,3574,3022,2183,1296,1229,39.2,111.3,27039,8284,6039,5038,2936,4742,54813,73573
"Farmington, NM Metro Area",121178,7019,8434,9474,8962,7132,7614,8121,7126,8782,6691,6521,7155,8387,6647,5499,3228,2157,2229,38.0,97.7,46212,13477,10352,9347,7049,5987,53020,74068
"Fayetteville, NC Metro Area",389851,29109,28036,26676,26200,35597,34664,30536,26184,22918,19985,20132,21376,19640,16675,13304,8504,5205,5110,32.1,98.5,144391,50839,27523,31576,11709,22744,58909,76981
"Fayetteville, TN Micro Area",35617,2121,1977,2443,2178,2029,2036,2077,1687,2230,2119,2393,2716,2621,2295,1832,1298,835,730,43.0,97.2,16063,5691,1697,3211,2387,3077,63115,84108
"Fayetteville-Springdale-Rogers, AR Metro Area",563436,36652,41043,37729,43118,43983,41091,41608,40027,39231,33769,31880,31823,27532,24568,19586,13985,8358,7453,34.6,100.9,278140,115792,39518,56810,26696,39324,77979,108124
"Fergus Falls, MN Micro Area",60281,3236,4085,3508,3519,2757,2801,2935,3480,3156,2859,3550,4427,4998,4941,3751,2492,1913,1873,46.3,102.2,28238,10305,4454,5473,3331,4675,70912,90657
"Findlay, OH Micro Area",74885,4449,4623,4337,5075,4999,4688,5076,4813,4175,4498,4542,5056,4828,4522,3531,2291,1595,1787,39.6,98.1,37493,13677,6237,6564,2617,8398,69699,92037
"Fitzgerald, GA Micro Area",17138,1010,1022,1367,1192,1100,910,1061,1189,878,1142,914,1129,1178,1043,823,727,241,212,38.5,85.5,6849,1761,1024,1400,860,1804,39081,56280
"Flagstaff, AZ Metro Area",144643,7045,8139,8295,15309,18259,10643,9410,8248,8400,7410,7181,7606,8498,7584,5729,3268,2399,1220,32.4,97.7,68549,28850,15073,12349,5003,7274,69748,95848
"Flint, MI Metro Area",404087,22829,25154,25958,25545,24229,26463,25059,24462,22836,24243,26447,27797,28918,25760,18915,12404,7980,9088,40.6,94.0,173265,59740,31246,34912,15370,31997,60673,82790
"Florence, SC Metro Area",199675,11434,12663,13793,13380,12598,12259,12378,11611,12005,12257,12831,13296,12667,12185,10133,6757,4149,3279,39.9,89.5,86017,29745,14299,19315,7470,15188,53874,76964
"Florence-Muscle Shoals, AL Metro Area",152685,8010,8384,9057,10022,11303,9287,9007,9389,8222,8874,9598,10198,10562,9514,8440,5744,4166,2908,41.3,92.7,69463,23468,11833,14808,6976,12378,58049,76979
"Fond du Lac, WI Metro Area",104053,5335,5793,6943,6674,6343,6060,5843,6410,6506,6266,6641,7464,7688,6592,5298,3808,2143,2246,41.9,99.0,53313,15748,8325,10076,6290,12874,73154,91108
"Forest City, NC Micro Area",64850,3241,4125,3400,3799,3220,3777,3544,3601,3544,3900,4785,4494,5086,4637,3861,2928,1802,1106,45.3,94.7,27077,8328,5741,4645,3298,5065,49771,69617
"Forrest City, AR Micro Area",22740,1390,1543,1094,1417,1153,1632,1688,1534,1602,1445,1357,1416,1458,1552,1011,613,455,380,39.7,124.7,7942,2246,1508,1540,896,1752,41784,59402
"Fort Collins-Loveland, CO Metro Area",363561,16179,17946,21169,27200,37258,28120,25159,24328,22662,20347,19533,21372,21024,21134,17199,10554,5726,6651,36.6,99.9,194799,94756,28924,37768,15703,17648,91364,118812
"Fort Dodge, IA Micro Area",36848,2109,2034,2278,2921,2671,2379,2025,2103,2268,1786,2083,2174,2759,2457,1647,1293,890,971,39.8,109.9,17608,5432,3349,3401,2208,3218,68054,82910
"Fort Leonard Wood, MO Micro Area",53850,3615,3008,3596,7053,7155,4994,4463,3153,2840,2214,2280,2001,2309,1878,1176,689,710,716,27.5,121.9,19195,6236,4132,3689,2069,3069,66435,78175
"Fort Madison, IA Micro Area",33175,1832,2168,1909,1728,1792,2046,1831,1699,2210,1826,1996,2507,2423,2438,1877,1282,753,858,43.7,99.9,14851,5169,2637,2692,1533,2820,59803,74428
"Fort Morgan, CO Micro Area",29186,2006,2380,1993,1872,1886,1905,2015,1594,2090,1467,1704,1953,1712,1386,1281,865,781,296,36.9,106.5,13967,4609,1662,2393,2296,3007,75407,85441
"Fort Payne, AL Micro Area",71946,4250,4182,5695,5053,4302,4463,4128,4330,4357,4595,4691,4308,5085,4034,3622,2255,1419,1177,39.6,100.0,30635,8303,5074,5061,4298,7899,51149,65789
"Fort Smith, AR-OK Metro Area",228916,14329,15526,15214,14892,14123,14707,14885,14379,13633,13344,14451,14745,15211,12508,10784,6933,4752,4500,38.7,97.1,97985,32582,16532,21230,9238,18403,56717,79616
"Fort Wayne, IN Metro Area",451440,30388,31651,32597,30581,28684,31730,30432,28070,28743,26136,26881,27105,27321,23434,19671,12404,6986,8626,36.8,97.2,221978,83868,33361,43406,16670,44673,69378,90705
"Frankfort, IN Micro Area",32967,2262,2621,2437,2439,1913,1940,1992,2112,1813,1984,1907,2296,1878,1887,1225,953,620,688,36.5,99.7,15786,4102,2598,2492,1986,4608,63690,78375
"Frankfort, KY Micro Area",75661,4225,4414,4835,4824,4428,4950,4786,4280,5015,4809,5326,5853,4504,4644,3720,2745,1405,898,41.2,96.6,35532,14784,4668,6977,2917,6186,68277,90005
"Franklin, KY Micro Area",19786,1141,1585,1174,1169,1340,1351,1237,1254,1139,1024,1383,1380,1442,993,928,688,273,285,39.0,99.8,8999,2435,1447,1906,904,2307,57392,70729
"Fredericksburg, TX Micro Area",27202,1245,1630,1362,1703,934,1363,1124,1535,1419,1154,1413,1761,2482,2389,1975,1620,1127,966,50.5,96.8,12227,4532,2159,3182,1299,1055,67799,101721
"Freeport, IL Micro Area",44042,2314,2120,3154,2622,2427,2216,2283,2057,2760,2229,2807,3096,3414,3516,2555,1775,1232,1465,45.2,95.4,20326,6791,3452,4424,1712,3947,61943,78072
"Fremont, NE Micro Area",37146,2377,2478,2850,2549,2382,2050,1998,2431,2137,1814,2132,2330,2551,2175,1836,1214,707,1135,38.9,101.7,18481,5885,2933,3739,2119,3805,71294,85422
"Fremont, OH Micro Area",58770,3137,3275,3992,3514,3183,3632,3575,3463,3507,3582,3779,4074,4388,3493,3569,1914,1423,1270,42.5,99.1,27715,8017,4488,5065,2746,7399,62500,82018
"Fresno, CA Metro Area",1170942,82812,89490,98625,88997,79534,85811,87812,81438,73734,65939,63047,63517,58633,51244,39944,25834,16747,17784,33.4,99.9,485852,158930,93269,95089,68237,70327,71897,97305
"Gadsden, AL Metro Area",103208,5947,5849,6688,6018,6136,6392,6138,5733,6464,6753,7065,7178,6728,7080,5236,3578,2534,1691,41.8,94.0,43234,13189,6822,9357,4698,9168,53070,73124
"Gaffney, SC Micro Area",56299,3318,3737,3569,3885,3336,3705,3598,2795,3730,3586,3816,3568,4026,3149,2703,2092,885,801,40.3,96.2,23858,6986,4356,4185,2868,5463,49047,66482
"Gainesville, FL Metro Area",344521,16720,16933,18716,28767,45667,25407,23101,20402,18864,17226,17471,17805,20532,18414,15563,9818,6244,6871,34.3,94.1,160279,74228,27449,33949,11207,13446,58946,89302
"Gainesville, GA Metro Area",208395,12795,12788,15447,14636,13778,13589,13377,12671,13107,13148,14022,13361,12391,10922,8726,6569,3800,3268,38.2,99.6,99845,33657,14957,21053,11606,18572,77430,104904
"Gainesville, TX Micro Area",42473,2671,2880,2706,2843,2629,2401,2475,2416,2719,2153,2694,2691,3298,2672,2105,1411,909,800,40.3,100.8,20567,6652,3326,3747,3189,3653,72472,99881
"Galesburg, IL Micro Area",49294,2728,2881,2628,3232,3291,2713,2738,2860,2896,2791,2909,3182,3527,3441,2759,2091,1411,1216,42.4,104.4,20740,6984,3908,4005,2165,3678,53291,69635
"Gallipolis, OH Micro Area",29162,1803,2309,1536,1906,1777,1614,1760,1461,1878,1655,1789,1739,2288,1813,1507,983,720,624,41.3,97.3,11971,3957,2318,2295,1003,2398,56455,77599
"Gallup, NM Micro Area",71172,4211,5591,6205,5770,4273,5050,5596,4506,4314,4095,3861,4360,3917,3337,2594,1485,1056,951,34.1,93.2,23375,7272,5898,5108,2326,2771,44496,60554
"Garden City, KS Micro Area",38001,2938,3552,2967,3232,2804,2507,2529,2318,2329,2151,2203,2309,1783,1536,1152,630,542,519,32.1,105.7,18628,5464,2639,3381,2347,4797,72437,89602
"Gardnerville Ranchos, NV-CA Micro Area",51319,1893,1961,2458,2579,2007,2153,2499,2586,2724,2485,2934,3719,5288,5577,4142,3144,1660,1510,53.9,102.1,22467,8679,3931,5195,2378,2284,88659,123212
"Gettysburg, PA Metro Area",105183,4933,5788,6154,7313,6986,5409,5857,6181,5201,6004,7057,7618,8278,7400,6009,3980,2541,2474,43.8,98.8,53027,17663,9187,9883,6056,10238,81071,98943
"Gillette, WY Micro Area",47018,3068,3605,3826,2990,2732,3060,3659,4142,2732,2756,2588,2944,3178,2416,1718,930,467,207,35.8,106.5,24214,7790,3525,3810,5017,4072,95253,105583
"Glasgow, KY Micro Area",55042,3245,3723,3804,3401,2803,3316,3425,3429,3467,3296,3683,3706,3786,3222,2746,1894,1169,927,40.4,95.8,22668,7113,3878,3838,2649,5190,49004,67696
"Glens Falls, NY Metro Area",126443,5540,6201,7037,6535,6456,7285,7779,7757,7263,7292,8885,9918,10323,9376,7595,4596,3176,3429,45.8,102.0,60536,22367,11268,12802,5963,8136,74953,94828
"Gloversville, NY Micro Area",52787,2460,2808,3425,2981,2953,2823,2950,3861,2824,3162,3707,3843,4244,3550,2877,1927,1096,1296,44.1,100.1,24495,7611,4958,5226,2591,4109,62615,80448
"Goldsboro, NC Metro Area",117606,7523,8022,7661,7626,8360,8203,7818,7133,6506,6735,7121,7437,7770,6518,5427,3456,2496,1794,37.4,98.8,49904,15805,8884,10097,5572,9546,58082,77193
"Granbury, TX Micro Area",64198,3285,3333,4209,3651,3054,3110,3429,3137,4052,3444,3595,5082,4515,4603,4983,2735,2116,1865,46.3,94.1,28195,11032,3592,6192,2830,4549,86802,112569
"Grand Forks, ND-MN Metro Area",103669,6542,6558,6380,8038,12114,7892,7072,6425,5551,4582,5026,5795,5670,5311,3921,2639,2048,2105,33.1,105.5,54761,20779,10209,11007,5317,7449,68653,90490
"Grand Island, NE Metro Area",76619,5587,5218,6271,5339,4347,4562,4955,4899,4531,4286,4500,4893,4520,4001,3357,2119,1542,1692,37.0,104.0,38513,12065,5362,7522,4910,8654,67397,86730
"Grand Junction, CO Metro Area",157316,8170,9238,9474,10390,8927,9976,10213,10035,10242,8836,8606,9538,11524,11226,8341,5207,3472,3901,40.8,98.3,74658,28012,13787,14867,8696,9296,71485,92470
"Grand Rapids, MN Micro Area",45141,2208,2505,2662,2723,2000,2126,2219,2754,2369,2513,2661,3158,3869,3894,2968,1786,1438,1288,46.9,102.6,19298,6643,3582,3884,2335,2854,66380,85747
"Grand Rapids-Wyoming-Kentwood, MI Metro Area",1154320,68717,74451,77491,81786,81889,83603,82896,79574,70014,65169,67873,71840,70965,59826,48495,29566,19444,20721,36.6,100.8,587379,234393,85109,114927,46727,106223,80296,103857
"Grants Pass, OR Metro Area",88069,4184,4311,5535,4510,3814,4542,4988,4614,5270,4557,5233,5675,7237,6710,7056,4580,2780,2473,47.5,94.8,33509,11511,7181,7077,2971,4769,59097,83119
"Great Bend, KS Micro Area",25275,1607,1835,1637,1605,1417,1547,1685,1630,1269,1091,1214,1614,1927,1580,1401,782,563,871,38.8,96.2,12121,4080,2140,2393,1454,2054,56733,73254
"Great Falls, MT Metro Area",84601,5022,5448,5407,4729,5885,6050,5889,5556,4740,4244,4437,4860,5980,5256,4227,3009,1776,2086,38.3,103.9,38670,14625,7305,8200,3955,4585,66203,85695
"Greeley, CO Metro Area",340711,23272,23664,25749,24392,20679,24041,27548,24865,25092,20809,19830,18351,19190,15892,11394,6814,4877,4252,35.2,103.1,174373,68293,26345,32664,21701,25370,93287,114623
"Green Bay, WI Metro Area",329375,18779,20566,22077,21992,20242,20685,21085,22527,19942,19227,20562,24231,21566,18805,15470,9574,6292,5753,39.2,100.7,172344,64114,26024,33462,16067,32677,77459,98052
"Greencastle, IN Micro Area",37091,1712,1863,2234,2677,3251,2582,2421,2439,2005,2081,2380,2324,2690,2161,1610,1088,762,811,38.4,111.8,17159,5529,2528,3072,1998,4032,76182,89501
"Greeneville, TN Micro Area",70919,3248,3448,4190,4612,4102,4146,4145,3590,4275,4349,4705,5360,5313,4914,4305,2597,2079,1541,44.6,97.0,29114,8715,5187,5660,2171,7381,54071,72597
"Greenfield, MA Micro Area",70922,2719,3200,3748,3558,3535,3884,4304,4615,4261,4073,4728,5322,6002,5701,5145,2878,1573,1676,47.3,97.4,35565,16056,6015,5753,3368,4373,72584,91453
"Greensboro-High Point, NC Metro Area",779894,43299,47638,49499,60034,53021,50307,50374,46850,46645,47967,52461,51514,50075,41468,36057,22933,14883,14869,38.9,92.5,374159,138276,59923,78435,30220,67305,63083,87043
"Greensburg, IN Micro Area",26411,1704,1694,1763,1625,1564,1604,1611,1536,1659,1652,1703,1950,1676,1291,1442,843,546,548,40.4,100.1,13411,4506,1788,2327,1244,3546,74228,92391
"Greenville, MS Micro Area",43674,2922,2760,3518,3044,2547,2792,2462,2506,2545,2414,2601,2878,3016,2874,2091,1379,582,743,38.3,87.7,16197,5019,3257,3047,1469,3405,40117,58434
"Greenville, NC Metro Area",172279,9709,9929,10854,13996,21357,12398,11381,10108,9861,9621,9522,9407,9524,8175,7125,4824,2289,2199,33.6,88.7,80980,34597,15180,15102,5113,10988,58851,80463
"Greenville, OH Micro Area",51655,3080,3361,3508,3437,2845,2839,2854,2784,3041,2963,3258,3480,3776,3591,2305,1943,1162,1428,42.0,100.0,24065,7393,2994,4415,2919,6344,64654,83137
"Greenville-Anderson-Greer, SC Metro Area",945301,54202,60712,59056,64732,64849,61899,62638,59150,58960,56729,59954,59296,61883,50984,45149,30449,19345,15314,38.8,95.3,452591,182183,71214,89992,37443,71759,69016,95270
"Greenwood, MS Micro Area",37260,2548,2715,2371,2667,2332,2317,2314,2465,2134,1850,2346,2307,2352,2449,1477,1007,873,736,37.3,93.8,13684,4249,2549,3025,1266,2595,37718,60835
"Greenwood, SC Micro Area",93681,5236,6237,5348,6630,6357,5331,5692,5435,5061,5163,5961,6169,6322,5567,5227,3163,2365,2417,40.5,90.0,39256,13350,5812,7331,3755,9008,51044,73362
"Grenada, MS Micro Area",31050,1704,1970,2450,1928,1696,1678,1925,2316,1477,1760,1797,2018,2212,1996,1704,890,813,716,39.7,93.5,12817,4108,2111,2418,1674,2506,46918,68081
"Guayama, PR Metro Area",67171,2181,3131,3757,4254,4537,4955,4279,3773,4257,4200,4324,4340,4534,4217,3743,2620,2222,1847,43.2,94.1,18765,5960,4201,3968,1841,2795,20430,30481
"Gulfport-Biloxi, MS Metro Area",418452,24268,25758,29089,27122,25316,26462,27677,26747,26335,25053,26516,27216,29448,24084,19892,12628,7588,7253,39.5,96.3,179029,66840,34318,35443,19750,22678,61266,82109
"Guymon, OK Micro Area",20880,1604,1758,1710,1595,1562,1343,1428,1392,1187,1407,1217,1044,1113,742,820,357,248,353,33.4,110.1,9901,2502,1454,1802,1959,2184,59275,69863
"Hagerstown-Martinsburg, MD-WV Metro Area",298525,16964,18491,18884,18167,16728,19450,20272,18930,19969,18788,20376,21266,19307,16934,14171,9127,5449,5252,40.4,101.5,142678,51159,22508,29294,14925,24792,75473,94408
"Hailey, ID Micro Area",31010,1203,1962,2112,2013,1557,1703,1636,2223,1671,2075,1785,2294,2421,2072,1845,1269,628,541,43.7,109.7,16524,5579,2924,3667,2492,1862,81389,113313
"Hammond, LA Metro Area",135218,9323,9096,9380,9714,9156,9409,10266,9011,8582,7347,7618,7544,8511,6847,6106,3369,2450,1489,35.7,95.2,58376,20336,11823,11080,5727,9410,57256,80091
"Hanford-Corcoran, CA Metro Area",152830,11068,9706,13851,10774,11886,12934,12529,12146,10518,8778,8004,7748,6667,5586,4165,2906,1672,1892,32.3,123.3,53156,13352,11089,9528,10446,8741,68750,86268
"Hannibal, MO Micro Area",38887,2508,2473,2405,2495,2201,2201,2160,2413,2288,2243,2349,2430,3029,2596,1991,1312,860,933,40.9,97.2,17568,5503,2766,4166,1747,3386,63425,78203
"Harrisburg-Carlisle, PA Metro Area",597894,33564,36103,36631,38368,36506,38299,40380,37872,37521,35740,37762,39402,39989,36027,28922,19315,11485,14008,40.1,97.7,297919,127608,46304,59127,21623,43257,79281,103244
"Harrison, AR Micro Area",45071,2357,2732,2963,2832,2394,2483,2638,3015,2083,2630,2816,2749,3496,3260,2473,1828,1278,1044,42.7,97.4,19388,5633,3272,4953,2040,3490,53775,69533
"Harrisonburg, VA Metro Area",136231,7420,7694,7705,14242,14983,8088,8319,8024,7650,7359,7429,8083,7254,7564,5081,3903,2797,2636,34.8,96.2,66937,23595,12445,12096,6714,12087,72145,93292
"Hartford-West Hartford-East Hartford, CT Metro Area",1144012,56581,60304,67567,75164,78651,72399,73494,73472,71731,67035,76006,82986,79307,67118,53167,36104,23976,28950,41.0,96.2,590367,283587,89010,116475,35572,65723,92823,124744
"Hastings, NE Micro Area",40503,2582,2588,2863,2909,2530,2401,2204,2465,2206,2140,2256,2554,3060,2316,2202,1414,855,958,39.4,99.6,20701,7150,3901,3631,2329,3690,67077,88375
"Hattiesburg, MS Metro Area",154567,9408,9577,10984,11441,14081,10957,10382,9585,10677,8854,8785,8420,9029,7345,5900,4471,2700,1971,35.3,90.3,70959,26242,12261,15892,6268,10296,59008,83178
"Hays, KS Micro Area",28870,1467,1597,1866,2835,3814,1822,1833,1516,1842,1390,1341,1415,1653,1683,1013,666,325,792,32.5,100.6,16511,6752,3232,3189,1435,1903,59889,89458
"Heber, UT Micro Area",78517,4453,5495,6763,6115,4621,4094,4342,5197,5394,5375,5223,5105,5379,4539,2881,1641,1253,647,38.6,106.1,40753,19658,6906,7911,3352,2926,125583,186615
"Helena, MT Metro Area",92391,4853,5461,5730,5414,4738,4930,5857,6263,5631,5274,5665,6725,6828,6851,5356,3540,2051,1224,42.4,100.1,45122,22159,6869,7701,4465,3928,74040,100257
"Hemlock Farms, PA Micro Area",59691,2206,2728,3136,3383,2988,2908,2923,3632,2993,3423,4497,5693,5026,4617,3801,2687,1548,1502,49.4,103.8,26615,9636,4609,6003,2730,3637,79318,101573
"Henderson, KY Micro Area",57366,3286,3490,4108,3495,3173,3503,3359,3656,3492,3503,3658,3818,4171,3541,2966,1984,1332,831,40.8,96.3,24967,7308,4327,4443,2998,5891,58404,75267
"Henderson, NC Micro Area",42361,2777,2233,3542,2577,2577,2693,2626,2211,2301,2400,2669,3062,2735,2672,2145,1367,980,794,39.9,87.2,18204,5688,3868,3773,1587,3288,46943,66313
"Hereford, TX Micro Area",18487,1656,1692,1513,1532,1325,1164,1283,1251,882,991,932,933,872,892,653,348,204,364,31.4,103.4,8274,1806,1539,1592,1585,1752,54114,71959
"Hermiston-Pendleton, OR Micro Area",92336,5826,5917,7378,6398,6047,6353,6453,5579,6478,5288,5129,5273,5283,5003,3996,2623,1636,1676,36.6,109.3,39778,11231,8304,7644,6086,6513,69037,86632
"Hermitage, PA Micro Area",109852,5273,5656,5935,7103,7172,5876,5765,5869,6034,6431,7227,7962,8622,7860,6292,4524,2892,3359,45.2,98.3,47787,16606,8936,10065,4354,7826,60614,78316
"Hickory-Lenoir-Morganton, NC Metro Area",366972,18718,19645,22453,22184,21477,21913,21727,21104,20749,23993,26394,27163,26376,22607,20480,14158,8287,7544,43.4,99.0,169854,55175,25601,32612,15847,40619,60255,80736
"Hillsdale, MI Micro Area",45658,2497,2506,3029,3199,2920,2314,2474,2442,2498,2535,2937,3060,3764,3009,2849,1681,1041,903,42.8,100.9,20245,6260,3463,3757,2150,4615,60869,78710
"Hilo-Kailua, HI Micro Area",203684,10742,11342,13232,11018,9562,10646,12130,13256,12435,11676,11857,12878,15743,16675,13233,8671,4050,4538,44.1,98.9,88698,31380,22181,17980,9892,7265,77215,103758
"Hilton Head Island-Bluffton-Port Royal, SC Metro Area",222781,10872,9882,12308,13608,15115,11931,11284,11024,11794,10891,11950,14750,17025,17768,17675,12335,7357,5212,46.8,98.6,93990,34597,18362,22303,9182,9546,81015,117004
"Hinesville, GA Metro Area",84338,7695,6538,6054,5597,8815,8833,6877,5092,5281,3868,3653,4020,3847,2744,2598,1557,648,621,29.4,105.3,30290,9971,5903,5743,2854,5819,60329,73247
"Hobbs, NM Micro Area",73154,5882,6283,5898,5949,5404,5130,5058,5801,4024,4129,3774,3556,4052,3348,1797,1169,954,946,32.5,107.9,30801,8914,3677,6098,6034,6078,68750,92292
"Holland, MI Micro Area",120913,6964,7909,8501,7734,6548,7084,7390,7256,7729,7109,7807,8625,8702,7313,6237,3751,2310,1944,40.8,100.9,57531,19361,8356,11047,6732,12035,80255,99705
"Homosassa Springs, FL Metro Area",158693,5362,6274,7512,6766,6007,6327,7053,6560,7093,7161,9154,11570,14195,15070,16202,12001,7998,6388,56.9,96.0,51098,17554,9719,11655,6206,5964,55355,78901
"Hood River, OR Micro Area",23958,1290,1434,1551,1826,1164,1213,1652,1782,1431,1568,1596,1375,1828,1650,867,666,646,419,40.2,99.7,12729,5300,2143,2015,2069,1202,82095,117711
"Hot Springs, AR Metro Area",100062,5252,5937,5223,5589,5137,5277,5617,5520,6061,5902,5888,6814,7541,6634,7350,4764,3115,2441,45.3,93.6,42590,13895,9723,9397,4356,5219,55409,74518
"Houghton, MI Micro Area",39534,1873,2085,2325,4360,5353,2335,2003,1578,2152,1732,1840,2078,2425,2497,1806,1492,774,826,33.7,120.1,17791,7226,3488,3319,1724,2034,56403,78494
"Houma-Bayou Cane-Thibodaux, LA Metro Area",204032,12835,13110,14795,13310,12586,12847,13697,14000,13155,11496,12457,14089,13444,10750,8888,6224,3077,3272,38.2,97.7,88112,29061,14241,18910,11566,14334,64269,84235
"Houston-Pasadena-The Woodlands, TX Metro Area",7274714,487845,524999,556938,517476,468753,510799,538233,538810,519190,477936,449701,415713,392507,317272,241532,150271,87651,79088,35.3,98.9,3490021,1438995,544613,698465,362286,445662,80458,115043
"Hudson, NY Micro Area",61245,2400,2291,3055,3168,2946,3366,3357,3695,3332,3536,4294,5370,4867,4855,4396,3064,1405,1848,49.5,102.3,29332,13595,4386,5018,2832,3501,83619,122423
"Huntingdon, PA Micro Area",43844,1954,2138,2274,2844,2803,2632,2643,2784,2595,2712,2845,3090,3084,2915,2496,1872,1037,1126,43.5,113.9,17968,6207,3383,2750,2349,3279,65429,81916
"Huntington, IN Micro Area",36757,2066,2165,2315,2436,2401,2262,2264,2157,2252,2143,2244,2614,2750,2190,1692,1093,856,857,40.8,100.5,18189,5650,2934,3183,1763,4659,62734,82491
"Huntington-Ashland, WV-KY-OH Metro Area",372801,19344,22012,22902,24076,24079,22020,21319,21737,22778,23284,24841,24781,25243,24651,19382,13334,9613,7405,41.8,97.0,153677,57420,26526,33194,14228,22309,58483,78374
"Huntsville, AL Metro Area",504712,28516,30338,31860,33138,32707,34937,35368,32973,33238,30132,33180,34625,35760,25738,20782,13447,10223,7750,38.8,97.6,248290,121265,33771,44062,18145,31047,83529,110607
"Huntsville, TX Micro Area",78292,3105,3207,3232,6532,9818,5655,5460,6439,4831,5217,5127,4555,4352,3406,3230,1633,1111,1382,37.1,144.7,30479,8903,7389,6039,3305,4843,49862,68951
